<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
2008-07-14,30.862,31.26,30.661,30.661
2008-07-15,30.09,30.569,29.52,29.637
2008-07-16,29.972,30.18,29.226,29.378
2008-07-17,30.04,30.654,29.658,30.654
2008-07-18,30.793,31.406,30.661,31.183
2008-07-21,30.73,31.893,30.73,31.893
2008-07-22,31.406,31.608,31.051,31.483
2008-07-23,31.713,32.631,31.713,32.631
2008-07-24,32.499,33.654,32.499,33.245
2008-07-25,32.702,34.059,32.29,33.926
2008-07-28,33.522,34.129,33.391,33.585
2008-07-29,33.041,34.031,33.041,34.031
2008-07-30,34.065,35.493,34.045,35.493
2008-07-31,35.188,35.765,34.407,35.765
2008-08-01,35.188,35.563,34.233,35.424
2008-08-04,35.083,35.188,34.162,34.162
2008-08-05,34.065,35.222,34.065,35.019
2008-08-06,35.563,35.597,34.199,34.574
2008-08-07,34.574,35.256,33.996,33.996
2008-08-08,33.961,33.989,32.86,33.399
2008-08-11,34.052,34.065,33.516,33.69
2008-08-12,33.641,34.881,33.641,34.268
2008-08-13,34.338,34.644,32.868,33.279
2008-08-14,33.425,34.003,32.938,33.494
2008-08-18,33.634,34.518,33.425,34.331
2008-08-19,33.772,34.609,33.772,34.122
2008-08-20,33.947,34.462,33.564,33.976
2008-08-21,33.53,33.906,33.077,33.092
2008-08-22,33.697,33.738,33.014,33.738
2008-08-25,33.564,34.107,33.516,34.045
2008-08-26,33.425,33.627,33.251,33.425
2008-08-27,33.425,33.564,32.387,32.59
2008-08-28,32.59,33.843,32.415,33.843
2008-08-29,33.843,34.803,33.843,34.122
2008-09-01,33.431,33.976,33.431,33.71
2008-09-02,33.585,35.235,33.467,34.956
2008-09-03,34.261,34.922,34.122,34.122
2008-09-04,34.261,34.379,33.147,33.147
2008-09-05,32.729,33.041,31.51,31.998
2008-09-08,32.972,33.772,32.799,33.279
2008-09-09,33.279,33.537,32.109,32.555
2008-09-10,32.513,32.555,31.663,31.921
2008-09-11,31.684,32.032,31.266,31.343
2008-09-12,31.83,31.893,31.168,31.197
2008-09-15,30.821,30.876,29.776,29.977
2008-09-16,29.762,30.64,28.55,28.906
2008-09-17,29.316,29.762,28.655,29.435
2008-09-18,28.55,30.201,28.412,29.253
2008-09-19,30.64,31.754,29.977,31.246
2008-09-22,31.475,31.998,31.093,31.983
2008-09-23,31.099,31.337,30.291,30.333
2008-09-24,30.43,30.778,30.047,30.047
2008-09-25,30.082,31.337,29.874,31.337
2008-09-26,30.64,31.475,30.41,31.266
2008-09-29,30.778,31.183,28.899,28.899
2008-09-30,27.854,30.64,27.854,30.221
2008-10-01,30.43,31.684,30.221,30.221
2008-10-02,30.974,31.127,30.082,30.632
2008-10-03,30.082,31.127,29.958,30.987
2008-10-06,29.666,29.944,28.273,28.565
2008-10-07,29.247,29.524,27.297,27.506
2008-10-08,25.905,28.196,25.39,26.649
2008-10-09,26.775,27.262,26.002,26.161
2008-10-10,23.781,24.713,21.406,24.372
2008-10-13,25.591,25.765,23.328,24.477
2008-10-14,26.149,26.42,24.65,24.929
2008-10-15,24.721,24.721,22.144,22.909
2008-10-16,21.24,22.493,21.1,21.587
2008-10-17,22.416,22.695,19.046,19.916
2008-10-20,20.543,20.835,19.505,19.505
2008-10-21,19.916,20.717,19.498,19.861
2008-10-22,19.569,20.124,18.593,18.593
2008-10-23,18.252,18.78,16.789,18.3
2008-10-24,17.131,17.548,16.225,17.229
2008-10-27,16.434,17.416,15.843,17.131
2008-10-28,18,18.731,17.756,18.593
2008-10-29,19.985,21.03,19.427,20.543
2008-10-30,21.587,21.859,20.543,21.378
2008-10-31,20.995,21.928,20.612,21.587
2008-11-03,21.587,22.318,21.24,21.796
2008-11-04,21.935,23.503,21.726,23.503
2008-11-05,23.321,23.328,22.632,22.896
2008-11-06,21.796,22.701,21.114,21.517
2008-11-07,21.657,22.074,20.968,21.448
2008-11-10,21.935,22.276,21.935,22.055
2008-11-12,21.309,21.448,19.985,20.89
2008-11-13,19.393,20.751,19.149,20.34
2008-11-14,21.065,21.266,20.681,20.961
2008-11-17,20.89,20.995,20.062,20.543
2008-11-18,20.369,20.369,19.569,19.784
2008-11-19,20.119,20.472,19.574,20.472
2008-11-20,19.359,19.658,19.046,19.498
2008-11-21,19.916,20.333,19.331,19.847
2008-11-24,20.229,21.894,19.916,21.894
2008-11-25,21.796,22.632,21.482,22.555
2008-11-26,22.005,23.148,21.823,22.457
2008-11-27,22.841,23.112,22.625,22.904
2008-11-28,22.736,23.182,21.935,22.283
2008-12-01,22.066,22.276,21.532,21.587
2008-12-02,20.89,22.562,20.681,22.005
2008-12-03,22.144,22.41,21.469,21.621
2008-12-04,21.865,23.188,21.67,22.98
2008-12-05,22.632,23.231,22.164,22.527
2008-12-08,23.495,24.443,23.467,24.303
2008-12-09,24.26,25.068,24.045,25.068
2008-12-10,25.278,25.626,24.65,25.159
2008-12-11,25.068,25.347,24.658,25.208
2008-12-12,24.372,24.512,23.954,24.241
2008-12-15,24.721,25.138,24.094,25.138
2008-12-16,25.138,26.427,24.867,26.427
2008-12-17,26.496,26.531,24.721,24.721
2008-12-18,24.372,25.174,24.171,24.65
2008-12-19,24.234,24.978,24.164,24.372
2008-12-22,24.721,24.992,23.85,24.025
2008-12-23,24.025,24.351,23.773,23.948
2008-12-29,24.025,24.679,23.948,24.372
2008-12-30,24.435,25.055,24.435,24.721
2008-12-31,24.721,24.929,24.498,24.721
2009-01-05,25.702,25.73,25.278,25.452
2009-01-06,25.438,26.098,25.438,26.058
2009-01-07,26.009,26.009,25.5,25.765
2009-01-08,25.097,25.843,24.833,24.978
2009-01-09,25.181,25.319,23.816,23.905
2009-01-12,24.01,24.08,22.875,22.98
2009-01-13,22.771,22.841,21.796,22.283
2009-01-14,22.597,22.701,20.877,20.884
2009-01-15,20.89,21.482,19.993,20.535
2009-01-16,21.545,21.545,21.036,21.24
2009-01-19,21.621,21.726,20.403,20.612
2009-01-20,20.423,20.543,19.847,20.056
2009-01-21,19.498,20.877,19.122,20.877
2009-01-22,21.24,21.448,19.707,20.681
2009-01-23,20.459,20.459,19.365,19.741
2009-01-26,19.569,20.815,19.254,20.815
2009-01-27,20.82,20.884,19.812,19.867
2009-01-28,20.333,20.82,20.209,20.509
2009-01-29,20.612,20.612,19.887,20.187
2009-01-30,19.895,20.264,19.227,19.359
2009-02-02,19.359,19.359,18.188,18.315
2009-02-03,18.419,18.516,17.06,17.06
2009-02-04,17.235,17.269,16.399,16.991
2009-02-05,16.713,17.646,16.038,17.131
2009-02-06,17.653,18.307,17.584,17.756
2009-02-09,18.035,18.802,17.555,18.802
2009-02-10,18.585,18.976,18.439,18.628
2009-02-11,17.986,18.565,17.896,18.182
2009-02-12,18.238,18.244,17.151,17.375
2009-02-13,17.513,17.806,17.269,17.479
2009-02-16,17.338,17.338,16.099,16.099
2009-02-17,15.829,15.829,14.247,14.247
2009-02-18,14.659,14.693,12.924,13.802
2009-02-19,14.415,15.25,14.066,14.624
2009-02-20,14.059,14.415,13.503,13.941
2009-02-23,14.624,14.769,13.475,13.475
2009-02-24,13.231,13.343,12.931,13.189
2009-02-25,13.865,13.92,13.161,13.161
2009-02-26,13.091,13.684,12.882,13.684
2009-02-27,13.369,14.171,13.126,13.362
2009-03-02,13.216,13.44,13.015,13.231
2009-03-03,13.237,13.621,13.168,13.509
2009-03-04,13.719,14.54,13.53,14.38
2009-03-05,14.519,14.519,13.962,14.081
2009-03-06,13.893,14.693,13.822,14.561
2009-03-09,14.728,14.798,14.275,14.345
2009-03-10,14.345,15.215,14.345,15.11
2009-03-11,15.32,15.64,15.124,15.25
2009-03-12,15.104,15.494,14.749,15.494
2009-03-13,15.982,15.982,15.599,15.599
2009-03-16,15.814,16.087,15.668,15.953
2009-03-17,15.843,15.877,15.341,15.487
2009-03-18,15.549,15.563,14.937,15.055
2009-03-19,15.181,15.537,15.062,15.431
2009-03-20,15.27,15.661,15.187,15.661
2009-03-23,15.877,16.386,15.808,16.364
2009-03-24,16.922,17.012,16.162,16.26
2009-03-25,16.191,17.054,16.093,17.039
2009-03-26,17.005,17.131,16.789,16.817
2009-03-27,16.803,16.915,15.982,16.009
2009-03-30,15.661,15.78,14.7,14.818
2009-03-31,15.035,15.278,14.902,14.916
2009-04-01,15.146,15.187,14.547,14.923
2009-04-02,15.32,16.121,15.32,16.121
2009-04-03,15.982,16.991,15.821,16.155
2009-04-06,16.414,17.138,16.301,16.915
2009-04-07,16.657,17.054,16.615,16.852
2009-04-08,16.608,18.161,16.503,18.106
2009-04-09,18.384,18.523,17.527,18.419
2009-04-14,18.023,19.066,17.98,18.892
2009-04-15,18.731,19.01,18.565,19.01
2009-04-16,19.08,19.505,18.648,18.927
2009-04-17,18.829,18.934,17.791,17.791
2009-04-20,17.896,17.952,16.873,16.873
2009-04-21,16.887,17.338,16.685,16.866
2009-04-22,16.998,17.66,16.866,17.269
2009-04-23,17.409,17.61,17.2,17.36
2009-04-24,17.338,17.75,17.291,17.68
2009-04-27,17.394,17.687,17.221,17.687
2009-04-28,17.277,17.59,17.221,17.304
2009-04-29,17.507,18.098,17.444,18.098
2009-04-30,18.315,18.885,18.315,18.711
2009-05-04,19.08,19.804,19.046,19.707
2009-05-05,19.498,20.173,19.289,19.777
2009-05-06,19.498,20.119,19.471,19.665
2009-05-07,20.056,20.153,19.672,19.812
2009-05-08,19.777,19.847,19.191,19.498
2009-05-11,19.498,19.672,19.149,19.373
2009-05-12,19.554,20.222,19.427,19.88
2009-05-13,19.88,20.021,19.427,19.463
2009-05-14,18.731,19.212,18.453,18.872
2009-05-15,18.983,19.101,18.461,18.628
2009-05-18,18.593,18.794,18.286,18.78
2009-05-19,19.365,19.415,18.934,19.08
2009-05-20,19.08,19.546,18.794,18.872
2009-05-21,18.315,18.976,18.315,18.439
2009-05-22,18.453,18.628,18,18.188
2009-05-25,18.453,18.453,17.896,18.14
2009-05-26,18.049,18.252,17.827,18.203
2009-05-27,18.279,18.669,18.147,18.258
2009-05-28,18.307,18.412,17.806,17.827
2009-05-29,17.969,18.102,17.168,17.409
2009-06-01,17.756,18.794,17.618,18.767
2009-06-02,18.641,19.317,18.468,18.731
2009-06-03,19.149,19.184,18.244,18.244
2009-06-04,18.37,18.691,18.188,18.628
2009-06-05,18.907,19.149,18.593,18.593
2009-06-08,17.646,18.232,17.479,17.584
2009-06-09,17.548,17.548,16.643,17.068
2009-06-10,17.284,17.827,17.284,17.827
2009-06-12,17.96,18.384,17.68,18.252
2009-06-15,18.176,18.453,17.966,18.384
2009-06-16,18.188,18.634,18.042,18.461
2009-06-17,18.322,18.593,18.071,18.106
2009-06-18,18.106,18.279,17.799,18.106
2009-06-19,17.862,18.585,17.862,18.531
2009-06-22,18.349,18.439,17.723,17.932
2009-06-23,17.618,18.106,17.618,17.932
2009-06-24,17.932,18.071,17.548,17.723
2009-06-25,17.834,17.917,17.304,17.401
2009-06-26,17.68,17.723,17.437,17.584
2009-06-29,17.423,18.349,17.423,18.349
2009-06-30,18.558,19.01,17.756,17.756
2009-07-01,17.764,18.279,17.667,18.238
2009-07-02,18.209,18.487,17.771,17.791
2009-07-03,17.827,18.029,17.492,17.492
2009-07-06,17.409,17.68,17.235,17.479
2009-07-07,17.618,17.75,17.423,17.457
2009-07-08,17.087,17.584,17.087,17.541
2009-07-09,17.61,17.756,17.208,17.57
2009-07-10,17.653,17.687,17.444,17.584
2009-07-13,17.375,17.723,17.248,17.548
2009-07-14,17.743,18.948,17.736,18.948
2009-07-15,19.01,19.456,18.607,19.456
2009-07-16,19.227,19.847,19.108,19.734
2009-07-17,19.498,19.916,19.427,19.916
2009-07-20,19.95,21.217,19.95,21.1
2009-07-21,21.017,21.573,20.724,21.448
2009-07-22,21.169,21.24,20.501,20.744
2009-07-23,20.89,21.03,20.751,20.995
2009-07-24,21.24,22.283,21.163,21.92
2009-07-27,22.213,22.944,22.144,22.283
2009-07-28,22.485,22.701,21.246,21.246
2009-07-29,21.24,21.755,20.995,21.378
2009-07-30,21.726,22.98,21.378,22.98
2009-07-31,22.987,24.025,22.763,23.196
2009-08-03,23.188,23.816,22.98,23.154
2009-08-04,22.972,22.972,22.632,22.701
2009-08-05,22.597,23.154,22.005,22.005
2009-08-06,22.283,22.812,21.594,22.283
2009-08-07,22.281,22.982,21.799,22.982
2009-08-10,22.982,23.036,22.297,23.036
2009-08-11,22.786,23.244,21.935,21.935
2009-08-12,21.755,21.97,21.295,21.602
2009-08-13,22.632,22.98,21.935,22.555
2009-08-14,22.701,23.258,22.144,22.485
2009-08-17,21.872,22.005,21.323,21.323
2009-08-18,21.608,21.788,21.107,21.788
2009-08-19,21.566,22.144,21.316,22.144
2009-08-20,22.423,22.909,22.213,22.909
2009-08-21,22.743,24.365,22.743,24.365
2009-08-24,24.372,25.068,24.241,25.062
2009-08-25,24.581,25.347,24.372,25.138
2009-08-26,24.927,25.418,24.173,24.375
2009-08-27,24.776,25.82,24.547,24.721
2009-08-28,25.278,25.737,24.721,24.721
2009-08-31,24.582,24.998,24.439,24.582
2009-09-01,24.788,25.137,24.203,24.788
2009-09-02,24.366,24.437,23.176,23.176
2009-09-03,23.578,23.641,22.493,22.493
2009-09-04,22.771,22.966,22.29,22.423
2009-09-07,22.701,23.05,22.493,22.666
2009-09-08,22.882,22.909,22.36,22.493
2009-09-09,22.423,22.904,22.283,22.666
2009-09-10,23.147,23.189,21.867,21.932
2009-09-11,22.284,22.413,21.588,21.623
2009-09-14,21.379,21.551,20.855,21.208
2009-09-15,21.509,21.905,20.992,21.372
2009-09-16,21.652,21.99,21.603,21.932
2009-09-17,22.421,22.493,22.011,22.421
2009-09-18,22.277,22.838,22.155,22.564
2009-09-21,22.838,23.433,22.715,22.944
2009-09-22,23.254,24.726,23.089,24.274
2009-09-23,24.625,25.244,24.533,24.971
2009-09-24,24.998,25.824,24.854,25.135
2009-09-25,24.927,25.168,24.632,24.873
2009-09-28,24.99,25.278,24.709,24.709
2009-09-29,24.819,24.99,23.853,23.853
2009-09-30,24.017,24.849,23.799,24.095
2009-10-01,24.7,25.278,23.994,23.994
2009-10-02,24.437,24.826,23.744,24.585
2009-10-05,24.5,24.577,24.048,24.359
2009-10-06,24.445,25.698,24.445,25.379
2009-10-07,25.34,25.37,24.632,24.632
2009-10-08,24.819,25.012,24.437,24.865
2009-10-09,24.826,25.363,24.709,24.897
2009-10-12,24.904,25.123,24.709,24.982
2009-10-13,24.982,25.004,24.553,24.811
2009-10-14,24.826,25.838,24.749,25.838
2009-10-15,25.838,26.181,25.347,25.604
2009-10-16,25.526,26.142,25.526,25.838
2009-10-19,25.877,27.239,25.838,27.043
2009-10-20,27.317,27.683,27.122,27.239
2009-10-21,27.239,27.473,26.562,27.325
2009-10-22,27.191,27.939,26.888,27.628
2009-10-23,28.009,28.079,27.815,28.017
2009-10-26,27.776,28.133,27.277,27.277
2009-10-27,27.084,27.084,26.539,26.85
2009-10-28,26.772,26.85,26.181,26.367
2009-10-29,26.08,27.861,25.526,27.473
2009-10-30,27.426,28.275,26.942,27.005
2009-11-02,26.966,27.333,26.593,27.161
2009-11-03,27.084,27.084,25.932,26.072
2009-11-04,26.53,27.122,26.523,27.122
2009-11-05,26.85,28.017,26.772,28.017
2009-11-06,27.993,28.133,27.107,27.643
2009-11-09,28.009,28.718,27.783,28.718
2009-11-10,28.329,29.192,28.204,28.757
2009-11-12,28.757,29.083,28.156,29.083
2009-11-13,28.718,29.262,28.554,29.2
2009-11-16,29.605,30.585,29.605,30.585
2009-11-17,30.352,30.593,30.009,30.119
2009-11-18,30.274,30.343,29.224,29.418
2009-11-19,29.184,29.254,28.219,28.329
2009-11-20,28.523,29.231,28.312,28.803
2009-11-23,29.339,30.119,29.06,29.971
2009-11-24,29.963,29.963,29.192,29.566
2009-11-25,29.581,29.87,28.881,28.881
2009-11-26,28.959,28.967,28.445,28.445
2009-11-27,27.713,28.873,27.161,28.834
2009-11-30,29.294,29.566,29.106,29.262
2009-12-01,29.394,29.829,29.262,29.566
2009-12-02,29.651,29.877,29.45,29.574
2009-12-03,29.963,30.196,29.504,29.643
2009-12-04,29.612,30.421,29.262,30.352
2009-12-07,30.119,30.352,29.729,30.352
2009-12-08,30.196,30.484,29.534,29.534
2009-12-09,29.418,29.526,28.414,28.414
2009-12-10,28.748,28.959,28.406,28.718
2009-12-11,29.068,29.262,28.406,28.913
2009-12-14,29.325,29.504,29.184,29.45
2009-12-15,29.302,29.302,28.959,29.184
2009-12-16,29.2,29.534,28.99,29.013
2009-12-17,28.913,29.005,28.484,28.873
2009-12-18,28.655,29.504,28.655,29.504
2009-12-21,29.534,29.963,29.348,29.816
2009-12-22,29.963,30.212,29.729,29.963
2009-12-23,29.963,30.119,29.612,29.807
2009-12-28,30.329,30.343,30.142,30.235
2009-12-29,30.235,30.274,29.627,29.668
2009-12-30,29.668,29.761,29.146,29.184
2009-12-31,29.41,29.574,29.238,29.574
2010-01-04,29.495,30.126,29.495,30.103
2010-01-05,30.274,30.61,30.002,30.002
2010-01-06,30.071,30.165,29.823,30.15
2010-01-07,29.931,30.119,29.574,30.002
2010-01-08,30.235,30.336,29.807,30.079
2010-01-11,30.079,30.399,30.079,30.274
2010-01-12,30.204,30.266,29.923,30.04
2010-01-13,29.807,30.266,29.62,30.119
2010-01-14,30.266,30.274,29.971,30.119
2010-01-15,30.103,30.235,29.931,30.025
2010-01-18,30.103,30.274,29.985,30.274
2010-01-19,30.274,31.13,30.227,31.13
2010-01-20,31.13,31.699,31.053,31.364
2010-01-21,31.364,31.566,30.982,31.48
2010-01-22,30.826,31.168,30.749,30.935
2010-01-25,30.982,31.48,30.85,31.324
2010-01-26,31.091,31.231,30.508,30.664
2010-01-27,30.664,31.045,30.585,30.664
2010-01-28,31.13,31.216,30.664,30.687
2010-01-29,30.661,30.799,30.352,30.548
2010-02-01,30.352,30.547,30.274,30.352
2010-02-02,30.547,30.547,30.204,30.352
2010-02-03,30.547,30.779,30.329,30.655
2010-02-04,30.647,30.647,29.028,29.028
2010-02-05,28.406,28.64,27.286,27.286
2010-02-08,27.628,28.28,27.371,27.371
2010-02-09,27.901,28.188,27.783,27.823
2010-02-10,28.017,28.507,27.861,28.095
2010-02-11,28.329,28.398,27.339,27.41
2010-02-12,28.009,28.382,27.861,28.25
2010-02-15,28.484,29.807,28.329,29.69
2010-02-16,29.823,30.15,29.052,29.238
2010-02-17,29.885,29.916,29.495,29.722
2010-02-18,29.224,29.488,28.647,28.842
2010-02-19,28.562,29.231,28.414,28.718
2010-02-22,29.247,29.277,28.788,28.873
2010-02-23,28.794,28.95,28.275,28.275
2010-02-24,28.267,28.523,28.071,28.102
2010-02-25,28.188,28.329,27.277,27.605
2010-02-26,27.675,28.64,27.549,28.609
2010-03-01,28.794,29.098,28.398,28.95
2010-03-02,28.865,29.947,28.429,29.372
2010-03-03,29.534,29.853,28.99,29.339
2010-03-04,29.332,29.792,29.052,29.574
2010-03-05,29.651,29.799,29.433,29.574
2010-03-08,29.784,29.853,29.495,29.807
2010-03-09,29.729,29.729,29.302,29.69
2010-03-10,29.457,29.94,29.418,29.69
2010-03-11,29.574,29.838,29.231,29.418
2010-03-12,29.534,30.096,29.464,29.66
2010-03-15,29.542,29.892,29.542,29.729
2010-03-16,29.737,30.414,29.66,30.406
2010-03-17,30.741,31.13,30.547,30.819
2010-03-18,30.819,31.123,30.445,30.857
2010-03-19,30.897,31.208,30.274,30.975
2010-03-22,30.935,30.935,30.002,30.235
2010-03-23,30.343,30.664,30.196,30.664
2010-03-24,30.741,30.975,30.266,30.274
2010-03-25,30.617,31.239,30.461,31.239
2010-03-26,30.819,31.285,30.741,31.201
2010-03-29,30.982,31.285,30.709,30.819
2010-03-30,30.975,31.13,30.826,31.115
2010-03-31,30.759,31.164,30.759,31.091
2010-04-01,31.13,32.609,31.091,32.609
2010-04-06,32.57,33.075,32.492,33.075
2010-04-07,32.686,33.075,32.594,33.075
2010-04-08,32.538,32.804,32.414,32.53
2010-04-09,32.538,33.075,32.523,32.64
2010-04-12,33.06,33.06,32.57,32.998
2010-04-13,32.998,33.309,32.64,33.146
2010-04-14,33.068,33.987,32.998,33.869
2010-04-15,34.4,34.414,33.504,34.157
2010-04-16,34.041,34.157,33.705,33.931
2010-04-19,32.998,33.379,32.726,33.084
2010-04-20,33.084,33.698,33.084,33.698
2010-04-21,33.854,33.916,32.764,32.764
2010-04-22,32.889,33.24,31.713,31.83
2010-04-23,31.951,32.26,31.618,31.829
2010-04-26,32.219,32.561,32.204,32.492
2010-04-27,32.298,32.601,31.838,31.947
2010-04-28,31.674,32.048,31.263,31.333
2010-04-29,31.411,32.998,31.378,32.834
2010-04-30,33.464,34.049,33.092,33.231
2010-05-04,33.854,33.931,31.605,31.659
2010-05-05,31.659,31.901,30.873,31.222
2010-05-06,31.168,31.667,30.834,31.301
2010-05-07,30.352,30.935,29.963,29.963
2010-05-10,31.589,32.298,31.441,32.274
2010-05-11,31.909,32.033,31.543,31.83
2010-05-12,31.869,32.127,31.066,31.909
2010-05-13,32.095,32.492,31.682,31.753
2010-05-14,31.612,31.784,31.115,31.137
2010-05-17,31.091,31.97,31.091,31.909
2010-05-18,32.064,32.414,32.064,32.298
2010-05-19,31.753,32.142,30.975,31.247
2010-05-20,31.519,31.909,30.04,30.04
2010-05-21,30.196,30.803,29.963,30.352
2010-05-24,30.671,30.897,29.706,30.187
2010-05-25,29.605,29.605,28.794,29.184
2010-05-26,29.69,31.123,29.66,31.123
2010-05-27,30.757,31.316,30.475,31.13
2010-05-28,31.441,31.909,30.975,31.909
2010-05-31,31.675,32.066,31.594,32.066
2010-06-01,31.449,31.659,31.13,31.402
2010-06-02,31.441,31.441,30.803,31.13
2010-06-04,31.441,31.441,29.277,29.581
2010-06-07,29.581,29.651,28.803,29.184
2010-06-08,29.574,29.597,28.95,29.339
2010-06-09,29.457,29.955,29.262,29.566
2010-06-10,29.651,30.375,29.339,30.352
2010-06-11,30.569,30.569,29.457,29.885
2010-06-14,30.235,30.414,29.807,29.807
2010-06-15,29.807,30.274,29.729,29.963
2010-06-16,30.461,30.469,29.807,30.002
2010-06-17,29.994,29.994,29.106,29.146
2010-06-18,29.146,29.55,28.414,28.718
2010-06-21,29.184,29.542,29.184,29.378
2010-06-22,29.224,29.714,29.115,29.627
2010-06-23,29.356,29.605,29.138,29.386
2010-06-24,29.348,29.495,28.95,29.378
2010-06-25,29.45,30.04,29.2,29.768
2010-06-28,29.737,29.94,29.472,29.574
2010-06-29,29.339,29.378,28.718,28.757
2010-06-30,28.81,29.029,28.047,28.364
2010-07-01,28.289,28.655,27.901,28.133
2010-07-02,28.289,28.678,27.823,28.562
2010-07-05,28.562,28.601,28.414,28.538
2010-07-06,28.562,29.378,28.538,29.378
2010-07-07,29.028,29.146,28.562,29.146
2010-07-08,29.472,29.574,29.028,29.098
2010-07-09,29.138,29.176,28.718,29.106
2010-07-12,29.028,29.495,28.905,29.418
2010-07-13,29.418,30.204,29.418,29.963
2010-07-14,30.274,30.469,30.235,30.421
2010-07-15,30.352,30.655,30.274,30.429
2010-07-16,30.368,30.522,30.025,30.056
2010-07-19,29.885,30.266,29.768,29.947
2010-07-20,29.971,30.11,29.386,29.558
2010-07-21,29.729,30.119,29.69,29.885
2010-07-22,29.761,30.454,29.651,30.352
2010-07-23,30.547,31.13,30.391,30.897
2010-07-26,31.285,31.869,31.137,31.869
2010-07-27,31.924,32.064,31.713,31.869
2010-07-28,31.924,32.025,31.053,31.247
2010-07-29,31.247,31.472,30.935,30.982
2010-07-30,31.042,31.042,30.061,30.507
2010-08-02,30.779,31.924,30.664,31.924
2010-08-03,31.869,32.281,31.612,31.909
2010-08-04,31.745,32.095,31.458,31.978
2010-08-05,31.674,32.064,31.441,31.83
2010-08-06,31.892,32.219,31.48,31.721
2010-08-09,31.83,32.048,31.612,31.612
2010-08-10,31.551,31.573,30.757,30.866
2010-08-11,30.779,30.779,30.508,30.508
2010-08-12,30.429,30.733,30.119,30.585
2010-08-13,30.749,30.842,29.885,29.885
2010-08-16,30.266,30.352,29.862,30.352
2010-08-17,30.343,31.293,30.157,30.897
2010-08-18,31.123,31.402,30.771,31.293
2010-08-19,31.411,31.83,30.281,30.585
2010-08-20,30.585,30.585,29.963,30.336
2010-08-23,30.508,30.623,30.274,30.508
2010-08-24,30.336,30.352,29.495,29.574
2010-08-25,29.651,29.877,29.146,29.184
2010-08-26,29.271,29.668,29.271,29.348
2010-08-27,29.558,29.885,29.262,29.885
2010-08-30,29.977,30.119,29.457,29.612
2010-08-31,29.532,29.752,28.916,29.655
2010-09-01,29.651,29.651,29.138,29.62
2010-09-02,30.087,30.421,29.9,30.157
2010-09-03,30.274,30.429,30.071,30.165
2010-09-06,30.271,30.467,30.189,30.442
2010-09-07,30.235,31.053,30.235,30.881
2010-09-08,30.774,31.594,30.759,31.594
2010-09-09,31.441,31.753,31.333,31.597
2010-09-10,31.441,31.699,30.975,31.526
2010-09-13,32.142,32.446,32.103,32.142
2010-09-14,32.181,32.298,31.674,31.83
2010-09-15,31.909,32.003,31.637,31.909
2010-09-16,31.716,31.903,31.636,31.643
2010-09-17,31.745,32.29,31.651,32.29
2010-09-20,32.298,32.609,31.915,32.609
2010-09-21,32.648,33.705,32.615,33.605
2010-09-22,33.473,33.815,33.371,33.815
2010-09-23,33.815,34.133,33.464,33.807
2010-09-24,33.511,35.41,33.464,35.41
2010-09-27,35.06,35.706,34.687,34.687
2010-09-28,34.383,34.826,33.73,33.931
2010-09-29,34.143,34.768,33.974,33.998
2010-09-30,33.998,34.396,33.852,34.274
2010-10-01,34.176,34.882,34.176,34.712
2010-10-04,34.593,35.012,34.477,35.012
2010-10-05,34.631,35.71,34.631,35.686
2010-10-06,35.644,35.738,34.865,35.021
2010-10-07,35.028,35.775,34.622,35.247
2010-10-08,35.216,35.37,34.696,34.786
2010-10-11,34.826,35.021,34.321,34.71
2010-10-12,34.704,35.02,34.322,34.826
2010-10-13,35.085,35.792,34.89,35.645
2010-10-14,35.775,36.262,35.718,36.027
2010-10-15,36.036,36.042,35.686,35.686
2010-10-18,35.799,36.474,35.799,36.27
2010-10-19,36.385,36.846,35.629,35.799
2010-10-20,36.003,36.205,35.394,35.882
2010-10-21,36.328,37.335,36.116,37.335
2010-10-22,36.978,37.099,36.62,37.099
2010-10-25,36.978,37.415,36.53,36.53
2010-10-26,36.196,36.287,35.629,36.042
2010-10-27,36.108,36.928,35.799,36.693
2010-10-28,36.693,36.928,36.239,36.246
2010-10-29,36.445,36.669,35.801,36.531
2010-11-02,36.669,37.424,36.539,37.261
2010-11-03,37.335,37.399,37.099,37.099
2010-11-04,37.335,38.146,37.261,38
2010-11-05,37.991,38.162,37.366,37.585
2010-11-08,37.667,38.024,37.138,37.545
2010-11-09,37.383,37.503,37.09,37.147
2010-11-10,37.342,37.374,36.62,36.766
2010-11-12,35.799,37.261,35.799,37.261
2010-11-15,37.18,37.342,36.651,36.862
2010-11-16,36.708,36.773,35.824,36.407
2010-11-17,36.1,36.368,35.555,36.124
2010-11-18,36.489,36.53,35.799,35.873
2010-11-19,36.059,36.116,34.663,34.834
2010-11-22,35.069,35.191,34.102,34.339
2010-11-23,34.298,34.622,33.446,34.322
2010-11-24,34.46,35.434,34.42,35.304
2010-11-25,35.394,35.638,35.109,35.434
2010-11-26,35.24,35.311,34.347,35.069
2010-11-29,34.997,35.311,34.185,34.42
2010-11-30,34.257,35.458,34.054,34.906
2010-12-01,35.311,36.019,35.15,35.604
2010-12-02,35.816,36.416,35.808,36.092
2010-12-03,36.392,36.449,35.962,36.368
2010-12-06,36.407,36.766,35.97,36.766
2010-12-07,36.579,36.904,36.108,36.132
2010-12-08,36.132,36.433,35.97,36.246
